Family	Count	Hits	TotMarkerLength
gb|AAK71474_1|ARO_3000956|TEM-89__Proteus_mirabilis_	0.0	0	33
gb|AAK82652_1|ARO_3000965|TEM-102__Plasmid_pWW100_	0.0	0	34
gb|AAK84316_1|ARO_3002843|vatD__Enterococcus_faecium_	0.0	0	110
gb|AAK96394_1|ARO_3002240|CARB-1__Pseudomonas_aeruginosa_	0.0	0	33
gb|AAL02127_1|ARO_3001878|CTX-M-15__Escherichia_coli_	0.0	0	33
gb|AAL05630_1|ARO_3002313|KPC-3__Klebsiella_pneumoniae_	0.0	0	33
gb|AAL08441_1|ARO_3002670|cat__Shigella_flexneri_2a_	6.7829368305432025	2	33
gb|AAL12234_1|ARO_3003552|fusB__Staphylococcus_aureus_	0.0	0	213
gb|AAL14439_1|ARO_3000774|adeA__Acinetobacter_baumannii_	0.0	0	213
gb|AAL14440_1|ARO_3000775|adeB__Acinetobacter_baumannii_	0.0	0	65
gb|AAL17873_1|ARO_3002403|OXY-2-8__Klebsiella_oxytoca_	0.0	0	33
gb|AAL26797_1|ARO_3004448|HERA-1__Atlantibacter_hermannii_	0.0	0	233
gb|AAL27442_1|ARO_3002907|vanE__Enterococcus_faecalis_	0.0	0	264
gb|AAL27443_1|ARO_3002967|vanXYE__Enterococcus_faecalis_	0.0	0	177
gb|AAL27444_1|ARO_3002971|vanTE__Enterococcus_faecalis_	0.0	0	300
gb|AAL27445_1|ARO_3002924|vanRE__Enterococcus_faecalis_	0.0	0	113
gb|AAL27446_1|ARO_3002935|vanSE__Enterococcus_faecalis_	0.0	0	292
gb|AAL29434_1|ARO_3000949|TEM-82__Escherichia_coli_	0.0	0	33
gb|AAL29435_1|ARO_3000950|TEM-83__Escherichia_coli_	0.0	0	34
gb|AAL38577_1|ARO_3002577|AAC(6_)-Ib4__Acinetobacter_baumannii_	0.0	0	33
gb|AAL40899_1|ARO_3001101|SHV-43__Klebsiella_pneumoniae_	0.0	0	34
gb|AAL50725_1|ARO_3002478|LEN-15__Klebsiella_pneumoniae_	0.0	0	33
gb|AAL51021_2|ARO_3002598|ANT(3__)-Ii-AAC(6_)-IId_fusion_protein__Serratia_marcescens_	0.0	0	34
gb|AAL59753_1|ARO_3000412|sul2__Vibrio_cholerae_	1.834849513975212	28	229
gb|AAL68645_1|ARO_3002681|catB9__Vibrio_cholerae_	0.0	0	43
gb|AAL68827_1|ARO_3000605|Erm(36)__Micrococcus_luteus_	0.0	0	192
gb|AAL68923_1|ARO_3000973|TEM-110__Klebsiella_pneumoniae_	0.0	0	33
gb|AAL77062_1|ARO_3000974|TEM-111__Escherichia_coli_	0.0	0	33
gb|AAL78161_1|ARO_3002410|OXY-4-1__Klebsiella_oxytoca_	0.0	0	33
gb|AAL78275_1|ARO_3002391|OXY-1-3__Klebsiella_oxytoca_	0.0	0	33
gb|AAL78276_1|ARO_3002392|OXY-1-4__Klebsiella_oxytoca_	0.0	0	33
gb|AAL78281_2|ARO_3002398|OXY-2-3__Klebsiella_oxytoca_	0.0	0	33
gb|AAL79541_1|ARO_3002397|OXY-2-2__Klebsiella_oxytoca_	0.0	0	33
gb|AAL79549_2|ARO_3003003|CfxA3__Capnocytophaga_ochracea_	332.3639046966169	98	33
gb|AAL82588_1|ARO_3002600|AAC(3)-Ib_AAC(6_)-Ib____Pseudomonas_aeruginosa_	0.0	0	34
gb|AAL82592_1|ARO_3001094|SHV-36__Klebsiella_pneumoniae_	0.0	0	33
gb|AAM09849_1|ARO_3000005|vanD__Enterococcus_faecium_	0.0	0	201
gb|AAM09850_1|ARO_3002944|vanHD__Enterococcus_faecium_	0.0	0	187
gb|AAM09851_1|ARO_3002923|vanRD__Enterococcus_faecium_	0.0	0	68
gb|AAM09852_1|ARO_3003070|vanXD__Enterococcus_faecium_	0.0	0	114
gb|AAM09853_1|ARO_3002957|vanYD__Enterococcus_faecium_	0.0	0	138
gb|AAM22276_1|ARO_3000963|TEM-96__Escherichia_coli_	0.0	0	34
gb|AAM28884_1|ARO_3000971|TEM-108__Salmonella_enterica_subsp__enterica_serovar_Typhimurium_	0.0	0	68
gb|AAM34291_1|ARO_3001419|OXA-24__Acinetobacter_baumannii_	0.0	0	33
gb|AAM61952_1|ARO_3000967|TEM-104__Klebsiella_pneumoniae_	0.0	0	33
gb|AAM63403_1|ARO_3003093|CEPH-A3__Aeromonas_veronii_bv__sobria_	0.0	0	34
gb|AAM70498_1|ARO_3001887|CTX-M-25__Escherichia_coli_	0.0	0	33
gb|AAM74565_1|ARO_3002246|CARB-7__Vibrio_cholerae_non-O1_non-O139_	0.0	0	34
gb|AAM76670_1|ARO_3002625|ANT(4_)-IIb__Pseudomonas_aeruginosa_	0.0	0	230
gb|AAM77075_1|ARO_3002695|cmlA5__uncultured_bacterium_	0.0	0	33
gb|AAM92464_1|ARO_3002594|AAC(6_)-IIa__Salmonella_enterica_subsp__enterica_serovar_Typhi_	0.0	0	21
gb|AAN04881_1|ARO_3000978|TEM-115__Klebsiella_pneumoniae_	0.0	0	33
gb|AAN04883_1|ARO_3001099|SHV-41__Klebsiella_pneumoniae_	0.0	0	34
gb|AAN04884_1|ARO_3001100|SHV-42__Klebsiella_pneumoniae_	0.0	0	33
gb|AAN05026_1|ARO_3000980|TEM-117__Escherichia_coli_	0.0	0	33
gb|AAN05030_1|ARO_3002475|LEN-3__Klebsiella_pneumoniae_	0.0	0	33
gb|AAN05031_1|ARO_3002472|LEN-4__Klebsiella_pneumoniae_	0.0	0	33
gb|AAN17791_1|ARO_3004294|BUT-1__Buttiauxella_agrestis_	0.0	0	146
gb|AAN28721_1|ARO_3002871|tet37__uncultured_bacterium_	0.0	3	66
gb|AAN28732_1|ARO_3002409|OXY-3-1__Klebsiella_oxytoca_	0.0	0	26
gb|AAN28945|ARO_3003785|Chlamydia_trachomatis_intrinsic_murA_conferring_resistance_to_fosfomycin__Chlamydia_trachomatis_	0.0	0	108
gb|AAN32638_1|ARO_3000842|EBR-1_beta-lactamase__Empedobacter_brevis_	0.0	0	171
gb|AAN34365_1|ARO_3002604|aadA4__Acinetobacter_baumannii_	0.0	0	11
gb|AAN41403_1|ARO_3002582|AAC(6_)-Ib11__Salmonella_enterica_subsp__enterica_serovar_Typhimurium_	0.0	0	68
gb|AAN41427_1|ARO_3001775|OXA-119__uncultured_bacterium_	0.0	0	33
gb|AAN41433_1|ARO_3002864|dfrB1__uncultured_bacterium_	0.0	0	37
gb|AAN41439_1|ARO_3002608|aadA8__uncultured_bacterium_	10.174405245814805	3	33
gb|AAN52134_1|ARO_3002275|VIM-5__Klebsiella_pneumoniae_	0.0	0	33
gb|AAN63496_1|ARO_3002271|VIM-1__Pseudomonas_aeruginosa_	0.0	0	33
gb|AAN63647_1|ARO_3000843|MUS-1_beta-lactamase__Myroides_odoratimimus_	0.0	0	34
gb|AAN63648_1|ARO_3000844|TUS-1_beta-lactamase__Myroides_odoratus_DSM_2801_	0.0	0	199
gb|AAN77730_1|ARO_3001097|SHV-39__Klebsiella_pneumoniae_	0.0	0	33
gb|AAN86837_2|ARO_3000601|Erm(38)__Mycobacterium_smegmatis_	0.0	0	242
gb|AAN87151_1|ARO_3002618|aadA21__Salmonella_enterica_subsp__enterica_serovar_Typhimurium_	0.0	0	34
gb|AAO04716_1|ARO_3002865|dfrC__Staphylococcus_epidermidis_ATCC_12228_	0.0	0	23
gb|AAO15535_1|ARO_3002693|cmlA1__Klebsiella_pneumoniae_	0.0	0	34
gb|AAO16462_1|ARO_3000167|tet(C)__uncultured_bacterium_	4.759955670556639	29	106
gb|AAO33760_1|ARO_3000879|TEM-7__Escherichia_coli_	0.0	0	33
gb|AAO42602_1|ARO_3002168|MIR-2__Enterobacter_cloacae_	0.0	0	33
gb|AAO47226_2|ARO_3003318|Streptomyces_rishiriensis_parY_mutant_conferring_resistance_to_aminocoumarin__Streptomyces_rishiriensis_	0.0	0	44
gb|AAO59455_1|ARO_3002247|CARB-8__Oligella_urethralis_	3.3914684152716013	1	33
gb|AAO66446_1|ARO_3001113|SHV-57__Escherichia_coli_	0.0	0	34
gb|AAO82019_1|ARO_3004254|vanVB__Enterococcus_faecalis_V583_	0.0	0	98
gb|AAO83986_1|ARO_3002623|ANT(4_)-Ia__Bacillus_clausii_	0.0	0	186
gb|AAP22374_1|ARO_3002248|CARB-9__Vibrio_cholerae_non-O1_non-O139_	0.0	0	34
gb|AAP40270_1|ARO_3001671|OXA-49__Acinetobacter_baumannii_	0.0	0	34
gb|AAP41944_1|ARO_3001108|SHV-51__Klebsiella_pneumoniae_	0.0	0	34
gb|AAP43641_1|ARO_3001810|OXA-53__Salmonella_enterica_subsp__enterica_serovar_Agona_	0.0	0	11
gb|AAP43642_1|ARO_3002588|AAC(6_)-I30__Salmonella_enterica_subsp__enterica_serovar_Agona_	0.0	0	102
gb|AAP69225_1|ARO_3001781|OXA-47__Klebsiella_pneumoniae_	0.0	0	34
gb|AAP69912_1|ARO_3003100|cphA4__Aeromonas_allosaccharophila_	0.0	0	33
gb|AAP69913_1|ARO_3003101|cphA5__Aeromonas_salmonicida_	0.0	0	68
gb|AAP69914_1|ARO_3003102|cphA6__Aeromonas_veronii_bv__veronii_	0.0	0	33
gb|AAP69916_1|ARO_3001780|OXA-85__Fusobacterium_nucleatum_	0.0	0	212
gb|AAP70012_1|ARO_3001782|OXA-48__Klebsiella_pneumoniae_	0.0	0	33
gb|AAP74657_1|ARO_3000600|Erm(34)__Bacillus_clausii_	0.0	0	179
gb|AAP82271|ARO_3004123|Burkholderia_pseudomallei_Omp38__Burkholderia_pseudomallei_	0.0	0	139
gb|AAP93847_1|ARO_3002477|LEN-14__Enterobacter_cloacae_	0.0	0	34
gb|AAP93848_1|ARO_3002476|LEN-6__Klebsiella_pneumoniae_	0.0	0	34
gb|AAP93922_1|ARO_3000569|tet(41)__Serratia_marcescens_	0.0	0	235
gb|AAP97129_1|ARO_3003104|cphA8__Aeromonas_sobria_	0.0	0	34
gb|AAQ01671_1|ARO_3000983|TEM-121__Escherichia_coli_	0.0	0	34
gb|AAQ08905_1|ARO_3001808|OXA-60__Ralstonia_pickettii_	0.0	0	236
gb|AAQ10694_1|ARO_3003047|qacB__Staphylococcus_aureus_	0.0	0	68
gb|AAQ16660_2|ARO_3002024|CMY-13__Escherichia_coli_	0.0	0	33
gb|AAQ63644_1|ARO_3002670|cat__Bacillus_clausii_	0.0	0	180
gb|AAQ76277_1|ARO_3001796|OXA-50__Pseudomonas_aeruginosa_	0.0	0	132
gb|AAR03105_1|ARO_3001813|OXA-55__Shewanella_algae_	0.0	0	227
gb|AAR20595_1|ARO_3000090|BLA1__Bacillus_anthracis_	0.0	0	28
gb|AAR20596_1|ARO_3004189|Bla2__Bacillus_anthracis_	0.0	0	13
gb|AAR21614_1|ARO_3002529|AAC(3)-Id__Salmonella_enterica_subsp__enterica_serovar_Newport_	0.0	0	125
gb|AAR32134_1|ARO_3001792|OXA-62__Pandoraea_pnomenusa_	0.0	0	272
gb|AAR32651_1|ARO_3001795|OXA-56__Pseudomonas_aeruginosa_	0.0	0	33
gb|AAR84672_1|ARO_3002925|vanRF__Paenibacillus_popilliae_ATCC_14706_	0.0	0	70
gb|AAR84673_1|ARO_3002936|vanSF__Paenibacillus_popilliae_ATCC_14706_	0.0	0	254
gb|AAR87489_1|ARO_3002134|DHA-3__Klebsiella_pneumoniae_	0.0	0	33
gb|AAR89917_1|ARO_3001812|OXA-54__Shewanella_oneidensis_	0.0	0	29
gb|AAR92235_1|ARO_3000602|Erm(39)__Mycobacterium_fortuitum_	0.0	0	122
gb|AAR96051_1|ARO_3002894|otrC__Streptomyces_rimosus_	0.0	0	114
gb|AAR97270_1|ARO_3002334|GES-5__Escherichia_coli_	0.0	0	33
gb|AAR97271_1|ARO_3002335|GES-6__Klebsiella_pneumoniae_	0.0	0	33
gb|AAR99493_1|ARO_3001896|CTX-M-34__Escherichia_coli_	0.0	0	33
gb|AAS07017_3|ARO_3002494|SRT-2__Serratia_marcescens_	0.0	0	34
gb|AAS13399_1|ARO_3002028|CMY-17__Escherichia_coli_	0.0	0	34
gb|AAS13767_1|ARO_3003839|Mrx__Aeromonas_hydrophila_	0.37636517555418564	9	300
gb|AAS48620_1|ARO_3002372|VEB-3__Enterobacter_cloacae_	0.0	0	34
gb|AAS68233_1|ARO_3000391|norA__Staphylococcus_epidermidis_	0.0	0	43
gb|AAS78754_1|ARO_3002261|IND-5__Chryseobacterium_indologenes_	0.0	0	68
gb|AAS79107_1|ARO_3000998|TEM-134__Citrobacter_koseri_	0.0	0	33
gb|AAS79458_1|ARO_3001302|chrB__Streptomyces_bikiniensis_	0.0	0	66
gb|AAS89984_1|ARO_3000977|TEM-114__Enterobacter_aerogenes_	0.0	0	33
gb|AAS92558_1|ARO_3002381|SME-3__Serratia_marcescens_	0.0	0	34
gb|AAT01092_1|ARO_3001773|OXA-61__Campylobacter_jejuni_	0.0	0	195
gb|AAT01223_1|ARO_3001110|SHV-53__Klebsiella_pneumoniae_	0.0	0	33
gb|AAT45742_1|ARO_3000988|TEM-126__Escherichia_coli_	0.0	0	33
gb|AAT46077_1|ARO_3000300|lsaA__Enterococcus_faecalis_	0.0	0	295
gb|AAT46346_1|ARO_3004292|Laribacter_hongkongensis_ampC_beta-lactamase__Laribacter_hongkongensis_	0.0	0	300
gb|AAT46413_1|ARO_3000972|TEM-109__Escherichia_coli_	0.0	0	33
gb|AAT46414_1|ARO_3000987|TEM-125__Escherichia_coli_	0.0	0	34
gb|AAT48653_1|ARO_3002284|VIM-14__Pseudomonas_aeruginosa_	0.0	0	33
gb|AAT49068_1|ARO_3002205|IMP-14__Pseudomonas_aeruginosa_	0.0	0	33
gb|AAT49070_1|ARO_3002206|IMP-15__Pseudomonas_aeruginosa_	0.0	0	34
gb|AAT70415_1|ARO_3001899|CTX-M-37__Enterobacter_cloacae_	0.0	0	33
gb|AAT90846_1|ARO_3003556|SLB-1__Shewanella_livingstonensis_	0.0	0	154
gb|AAT90847_1|ARO_3003557|SFB-1__Shewanella_frigidimarina_	0.0	0	144
gb|AAU10334_1|ARO_3002628|aad(6)__Streptococcus_oralis_	0.32926877818170935	1	64
gb|AAU25807_1|ARO_3002456|LEN-5__Klebsiella_pneumoniae_	0.0	0	33
gb|AAU88145_1|ARO_3001764|OXA-63__Brachyspira_pilosicoli_	0.0	0	68
gb|AAU89132_1|ARO_3002365|PER-3__Aeromonas_caviae_	0.0	0	34
gb|AAU89706_1|ARO_3002464|LEN-16__Klebsiella_pneumoniae_	0.0	0	33
gb|AAU95768_1|ARO_3000026|mepA__Staphylococcus_aureus_	0.0	0	152
gb|AAU95778_1|ARO_3002029|CMY-18__Escherichia_coli_	0.0	0	34
gb|AAU95779_1|ARO_3002169|MIR-3__Enterobacter_cloacae_	0.0	0	33
gb|AAV28215_2|ARO_3001902|CTX-M-40__Escherichia_coli_	0.0	0	33
gb|AAV32840_1|ARO_3002611|aadA11__Pseudomonas_aeruginosa_	3.3914684152716013	1	33
gb|AAV37205_1|ARO_3003005|CfxA4__Bacteroides_fragilis_	3.3914684152716013	1	33
gb|AAV37206_1|ARO_3003096|CfxA5__Parabacteroides_distasonis_	5.217643715802465	2	34
gb|AAV66328_1|ARO_3001114|SHV-59__Klebsiella_pneumoniae_	0.0	0	34
gb|AAV70602_1|ARO_3001900|CTX-M-38__Klebsiella_pneumoniae_	0.0	0	34
gb|AAV80464_1|ARO_3000565|tet(38)__Staphylococcus_aureus_	0.0	0	300
gb|AAV80715_1|ARO_3002446|OKP-B-13__Klebsiella_pneumoniae_	0.0	0	33
gb|AAV83795_1|ARO_3001000|TEM-136__Klebsiella_pneumoniae_	0.0	0	33
gb|AAV85981_1|ARO_3000533|macA__Neisseria_gonorrhoeae_	0.0	0	105
gb|AAV85982_1|ARO_3000535|macB__Neisseria_gonorrhoeae_	0.0	0	198
gb|AAV97952_1|ARO_3001909|CTX-M-47__Escherichia_coli_	0.0	0	33
gb|AAV97953_1|ARO_3001910|CTX-M-48__Klebsiella_pneumoniae_	0.0	0	33
gb|AAV97954_1|ARO_3001911|CTX-M-49__Klebsiella_pneumoniae_	0.0	0	33
gb|AAV97955_1|ARO_3001912|CTX-M-50__Klebsiella_pneumoniae_	0.0	0	33
gb|AAV97956_1|ARO_3001908|CTX-M-46__Klebsiella_pneumoniae_	0.0	0	33
gb|AAV97957_1|ARO_3001933|CTX-M-72__Klebsiella_pneumoniae_	0.0	0	34
gb|AAW34150_1|ARO_3004191|APH(2__)-If__Campylobacter_jejuni_	0.0	0	149
gb|AAW47922_1|ARO_3001002|TEM-138__Salmonella_enterica_	0.0	0	34
gb|AAW66497_1|ARO_3000566|tet(39)__Acinetobacter_sp__LUH5605_	3.2728856035488225	80	300
gb|AAW81336_1|ARO_3001613|OXA-64__Acinetobacter_baumannii_	0.0	0	33
gb|AAW81339_1|ARO_3001616|OXA-68__Acinetobacter_baumannii_	0.0	0	33
gb|AAW81341_1|ARO_3001618|OXA-70__Acinetobacter_baumannii_	0.0	0	34
gb|AAW81358_1|ARO_3001645|OXA-78__Acinetobacter_baumannii_	0.0	0	33
gb|AAX14802_1|ARO_3000781|adeJ__Acinetobacter_baumannii_	0.0	0	57
gb|AAX14803_1|ARO_3000782|adeK__Acinetobacter_baumannii_	0.0	0	49
gb|AAX38178_1|ARO_3002634|APH(2__)-Ie__Enterococcus_casseliflavus_	0.0	0	41
gb|AAX51234_1|ARO_3001621|OXA-76__Acinetobacter_baumannii_	0.0	0	33
gb|AAX55643_1|ARO_3003558|y56_beta-lactamase__Yersinia_enterocolitica_	0.0	0	84
gb|AAX56615_1|ARO_3001004|TEM-141__Enterobacter_cloacae_	0.0	0	34
gb|AAX58682_2|ARO_3002031|CMY-20__Escherichia_coli_	0.0	0	33
gb|AAX84553_1|ARO_3002855|dfrA2d__Escherichia_coli_	0.0	0	49
gb|AAY32951_1|ARO_3002837|lnuC__Streptococcus_agalactiae_	0.5633668463906322	10	147
gb|AAY43008_1|ARO_3001903|CTX-M-41__Proteus_mirabilis_	0.0	0	34
gb|AAY53478_1|ARO_3004213|GOB-18__Elizabethkingia_meningoseptica_	0.0	0	34
gb|AAZ04368_1|ARO_3002385|BEL-1__Pseudomonas_aeruginosa_	0.0	0	33
gb|AAZ04782_1|ARO_3002709|QnrA3__Shewanella_algae_	0.0	0	33
gb|AAZ04784_1|ARO_3002711|QnrA5__Shewanella_algae_	0.0	0	34
gb|AAZ14084_2|ARO_3001013|TEM-146__Escherichia_coli_	0.0	0	34
gb|AAZ14955_1|ARO_3001905|CTX-M-43__Acinetobacter_baumannii_	0.0	0	33
gb|AAZ42322_1|ARO_3003836|qacH__Vibrio_cholerae_	1.9701476271287337	14	110
gb|AAZ66866_1|ARO_3002032|CMY-21__Escherichia_coli_	0.0	0	33
gb|AAZ78355_1|ARO_3002712|QnrA6__Proteus_mirabilis_	0.0	0	33
gb|AAZ78361_1|ARO_3001703|OXA-86__Acinetobacter_baumannii_	0.0	0	33
gb|AAZ91704_1|ARO_3002241|CARB-2__Escherichia_coli_	0.0	0	33
gb|AAZ91706_1|ARO_3000361|EreA__Escherichia_coli_	0.0	0	11
gb|ABA00479_1|ARO_3001859|IMI-2__Enterobacter_asburiae_	0.0	0	34
gb|ABA06589_1|ARO_3001122|SHV-67__Klebsiella_pneumoniae_	0.0	0	34
gb|ABA28305_2|ARO_3000462|mgtA__Streptomyces_lividans_	0.0	0	95
gb|ABA42118_2|ARO_3000866|oleI__Streptomyces_antibioticus_	0.0	0	300
gb|ABA42119_2|ARO_3000865|oleD__Streptomyces_antibioticus_	0.0	0	68
gb|ABA62022_1|ARO_3001913|CTX-M-51__Escherichia_coli_	0.0	0	33
gb|ABA71726_1|ARO_3004253|vanUG__Enterococcus_faecalis_	0.0	0	75
gb|ABA71727_1|ARO_3002926|vanRG__Enterococcus_faecalis_	0.0	0	71
gb|ABA71728_1|ARO_3002937|vanSG__Enterococcus_faecalis_	0.0	0	237
gb|ABA71729_1|ARO_3002959|vanYG1__Enterococcus_faecalis_	0.0	0	230
gb|ABA71730_1|ARO_3002965|vanWG__Enterococcus_faecalis_	0.0	0	203
gb|ABA71731_1|ARO_3002909|vanG__Enterococcus_faecalis_	0.0	0	190
gb|ABA71732_1|ARO_3003069|vanXYG__Enterococcus_faecalis_	0.0	1	196
gb|ABA71733_1|ARO_3002972|vanTG__Enterococcus_faecalis_	0.0	1	300
gb|ABB43029_1|ARO_3002539|AAC(3)-IV__Escherichia_coli_	0.0	0	229
gb|ABB71176_1|ARO_3003020|dfrA25__Salmonella_enterica_subsp__enterica_serovar_Agona_	0.0	0	51
gb|ABB72225_1|ARO_3001915|CTX-M-53__Salmonella_enterica_subsp__enterica_serovar_Westhampton_	0.0	0	33
gb|ABB72431_1|ARO_3002033|CMY-22__Escherichia_coli_	0.0	0	34
gb|ABB89122_1|ARO_3002861|dfrA5__Salmonella_enterica_subsp__enterica_serovar_Enteritidis_	0.0	0	13
gb|ABB97007_1|ARO_3000924|TEM-55__Escherichia_coli_	0.0	0	34
gb|ABC17627_1|ARO_3002547|AAC(6_)-Ib-cr__Escherichia_coli_	0.0	0	68
gb|ABC17628_1|ARO_3002719|QnrB5__Salmonella_enterica_subsp__enterica_serovar_Berta_	0.0	0	33
gb|ABC17629_1|ARO_3002716|QnrB3__Escherichia_coli_	0.0	0	33
gb|ABC17630_2|ARO_3002718|QnrB4__Escherichia_coli_	10.174405245814805	3	33
gb|ABC18328_3|ARO_3001916|CTX-M-54__Klebsiella_pneumoniae_	0.0	0	34
gb|ABC26006_1|ARO_3001624|OXA-84__Acinetobacter_baumannii_	0.0	0	33
gb|ABC54571_1|ARO_3001139|SHV-85__Klebsiella_pneumoniae_	0.0	0	33
gb|ABC58727_1|ARO_3001140|SHV-86__Klebsiella_pneumoniae_	0.0	0	33
gb|ABC61637_1|ARO_3001632|OXA-92__Acinetobacter_baumannii_	0.0	0	34
gb|ABC68330_1|ARO_3002640|APH(3__)-Ic__Mycobacterium_fortuitum_	0.0	0	192
gb|ABC84263_1|ARO_3001704|OXA-87__Acinetobacter_baumannii_	0.0	0	33
gb|ABC88434_1|ARO_3002213|IMP-22__Pseudomonas_fluorescens_	0.0	0	68
gb|ABC94518_1|ARO_3002283|VIM-13__Pseudomonas_aeruginosa_	0.0	0	10
gb|ABC96711_1|ARO_3001016|TEM-149__Enterobacter_aerogenes_	0.0	0	34
gb|ABD48715_1|ARO_3001626|OXA-88__Acinetobacter_baumannii_	0.0	0	33
gb|ABD58917_1|ARO_3002615|aadA15__Pseudomonas_aeruginosa_	20.34881049162961	6	33
gb|ABD60314_1|ARO_3001005|TEM-142__Escherichia_coli_	0.0	0	33
gb|ABD73290_1|ARO_3001920|CTX-M-59__Klebsiella_pneumoniae_	0.0	0	34
gb|ABE03012_1|ARO_3001625|OXA-89__Acinetobacter_baumannii_	0.0	0	34
gb|ABF06441_1|ARO_3002034|CMY-23__Salmonella_enterica_subsp__enterica_serovar_Senftenberg_	0.0	0	34
gb|ABF33001_1|ARO_3003969|lmrP__Streptococcus_pyogenes_MGAS9429_	0.0	0	131
gb|ABF47470_1|ARO_3002791|QnrS2__Salmonella_enterica_subsp__enterica_serovar_Anatum_	0.0	0	33
gb|ABF47916_1|ARO_3001628|OXA-93__Acinetobacter_baumannii_	0.0	0	33
gb|ABF47917_1|ARO_3001629|OXA-94__Acinetobacter_baumannii_	0.0	0	33
gb|ABF47918_1|ARO_3001630|OXA-95__Acinetobacter_baumannii_	0.0	0	33
gb|ABF47919_1|ARO_3001631|OXA-96__Acinetobacter_baumannii_	0.0	0	33
gb|ABF50909_1|ARO_3002521|OCH-8__Ochrobactrum_anthropi_	0.0	0	33
gb|ABF66011_1|ARO_3002881|lmrC__Lactococcus_lactis_subsp__lactis_	0.0	0	294
gb|ABF66027_1|ARO_3002882|lmrD__Lactococcus_lactis_subsp__lactis_	0.0	0	254
gb|ABF70513_1|ARO_3002221|IMP-30__Pseudomonas_aeruginosa_	0.0	0	34
gb|ABG49324_1|ARO_3002609|aadA9__Corynebacterium_sp__L2-79-05_	0.0	0	229
gb|ABG56269_1|ARO_3002724|QnrB10__Citrobacter_freundii_	0.0	0	33
gb|ABG56870_1|ARO_3002790|QnrS1__Klebsiella_pneumoniae_	0.0	0	33
gb|ABG65740_1|ARO_3002879|linG__Salmonella_enterica_subsp__enterica_serovar_Stanley_	0.0	0	102
gb|ABG72894_1|ARO_3002621|aadA24__Salmonella_enterica_subsp__enterica_serovar_Newport_	10.174405245814805	3	33
gb|ABG77965_1|ARO_3004042|Enterobacter_cloacae_acrA__Enterobacter_cloacae_	0.0	0	15
gb|ABG91835_1|ARO_3002860|dfrA17__Pseudomonas_aeruginosa_	0.0	0	102
gb|ABH10964_1|ARO_3002830|vgaALC__Staphylococcus_haemolyticus_	0.0	0	102
gb|ABI53716_1|ARO_3001649|OXA-99__Acinetobacter_baumannii_	0.0	0	33
gb|ABI74448_1|ARO_3001018|TEM-151__Escherichia_coli_	0.0	0	33
gb|ABK33456_1|ARO_3002639|APH(3__)-Ib__Pseudomonas_aeruginosa_	5.4362464019674075	34	234
gb|ABL67017_1|ARO_3001823|ACT-3__Klebsiella_pneumoniae_	0.0	0	33
gb|ABM54868_1|ARO_3002373|VEB-4__Proteus_mirabilis_	0.0	0	33
gb|ABM67078_1|ARO_3002210|IMP-19__Aeromonas_caviae_	0.0	0	33
gb|ABM68358_1|ARO_3002215|IMP-24__Serratia_marcescens_	0.0	0	33
gb|ABN49111_1|ARO_3001146|SHV-94__Klebsiella_pneumoniae_	0.0	0	34
gb|ABN49113_1|ARO_3001147|SHV-95__Citrobacter_freundii_	0.0	0	34
gb|ABN51007_1|ARO_3002046|CMY-35__Citrobacter_freundii_	0.0	0	33
gb|ABN69070_1|ARO_3002035|CMY-24__Escherichia_coli_	0.0	0	34
gb|ABN69112_2|ARO_3002167|MIR-4__Escherichia_coli_	0.0	0	34
gb|ABO64442_1|ARO_3001028|TEM-162__Acinetobacter_haemolyticus_	0.0	0	68
gb|ABO93588_1|ARO_3002715|QnrB2__Proteus_mirabilis_	0.0	0	33
gb|ABP49606_1|ARO_3001818|ACC-4__Escherichia_coli_	0.0	0	34
gb|ABP88094_1|ARO_3002723|QnrB9__Citrobacter_freundii_	0.0	0	33
gb|ABQ45409_1|ARO_3001927|CTX-M-66__Proteus_mirabilis_	0.0	0	33
gb|ABR10839_1|ARO_3002586|AAC(6_)-32__Pseudomonas_aeruginosa_	0.0	0	29
gb|ABR14060_1|ARO_3002838|lnuD__Streptococcus_uberis_	0.0	0	121
gb|ABR18736_1|ARO_3002042|CMY-31__Klebsiella_pneumoniae_	0.0	0	33
gb|ABS12249_1|ARO_3002041|CMY-30__Escherichia_coli_	0.0	0	33
gb|ABS29619_1|ARO_3000841|CGB-1_beta-lactamase__Chryseobacterium_gleum_	0.0	0	37
gb|ABS30107_1|ARO_3002725|QnrB11__Citrobacter_freundii_	0.0	0	33
gb|ABS43151_1|ARO_3000784|cmeB__Campylobacter_jejuni_subsp__doylei_269_97_	0.0	0	300
gb|ABS43901_1|ARO_3000783|cmeA__Campylobacter_jejuni_subsp__doylei_269_97_	0.0	0	275
gb|ABU39978_1|ARO_3000160|blaI__Bacillus_clausii_	0.0	0	106
gb|ABU39979_1|ARO_3000217|blaR1__Bacillus_clausii_	0.0	0	300
gb|ABU52984_1|ARO_3002792|QnrS3__Escherichia_coli_	0.0	0	33
gb|ABU55430_1|ARO_3002591|AAC(6_)-Ib-Suzhou__Enterobacter_cloacae_	0.0	0	34
gb|ABV18113_1|ARO_3001329|mdtG__Escherichia_coli_O139_H28_str__E24377A_	0.0	0	59
gb|ABV26705_1|ARO_3002849|arr-4__Pseudomonas_aeruginosa_	0.0	0	102
